ano_campeonato,data,horario,fase,tipo_fase,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,penalti,gols_penalti_mandante,gols_penalti_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante
2020,2020-03-04,18:15:00,2ª Eliminatória,Jogo Único,Estádio Jornalista Mário Filho,,12619,82238,Fluminense,Botafogo-PB,Odair Hellmann,Evaristo Piza,25800000,50000,28.3,31.1,2,0,,,0,,,,,,,,,,,,,,,,
2020,2020-03-04,18:15:00,2ª Eliminatória,Jogo Único,Estádio Bruno José Daniel,,2099,15157,Santo André,Goiás,Paulo Roberto Santos,Ney Franco,1380000,11530000,30.2,27.7,0,2,,,0,,,,,,,,,,,,,,,,
2020,2020-03-04,19:30:00,2ª Eliminatória,Jogo Único,Estádio Bento Mendes de Freitas,,4840,21000,Brasil Pelotas,Manaus FC,Gustavo Papa,Welington Fajardo,2630000,150000,31.1,29.5,1,0,,,0,,,,,,,,,,,,,,,,
2020,2020-03-05,18:15:00,2ª Eliminatória,Jogo Único,Estádio Manoel Barradas,,0,35632,EC Vitória,Lagarto,,,,,,,3,1,,,0,,,,,,,,,,,,,,,,
2020,2020-03-05,19:01:00,2ª Eliminatória,Jogo Único,Estádio Germano Kruger,,4712,10632,Operário-PR,América-MG,Gerson Gusmão,Lisca,1930000,2600000,27.5,26.3,0,2,,,0,,,,,,,,,,,,,,,,
2020,2020-03-05,20:30:00,2ª Eliminatória,Jogo Único,Estádio Jornalista Mário Filho,,31839,82584,Vasco da Gama,ABC FC,Abel Braga,Francisco Diá,19100000,275000,27.8,27.5,1,0,,,0,,,,,,,,,,,,,,,,
2020,2020-02-05,14:30:00,1ª Eliminatória,Jogo Único,Estádio Municipal Gerson do Amaral,,703,7000,Coruripe,Juventude,,,,,,,0,0,,,0,,,,,,,,,,,,,,,,
2020,2020-02-05,15:30:00,1ª Eliminatória,Jogo Único,Estádio Bruno José Daniel,,992,15157,Santo André,Criciúma EC,,,,,,,4,1,,,0,,,,,,,,,,,,,,,,
2020,2020-02-05,18:15:00,1ª Eliminatória,Jogo Único,Estádio Municipal Vereador Benedito Laurindo de Souza ou Estádio Dito ,,832,,Operário VG,Santa Cruz,,,325000,50000,25.1,29.2,0,0,,,0,,,,,,,,,,,,,,,,
2020,2020-02-05,19:30:00,1ª Eliminatória,Jogo Único,Estádio Barão da Serra Negra,,2126,,XV Piracicaba,Londrina-PR,,,400000,650000,29.4,22.8,1,0,,,0,,,,,,,,,,,,,,,,
2020,2020-02-05,19:30:00,1ª Eliminatória,Jogo Único,Estádio Arnaldo Lopes Martins,,1044,2500,Vilhenense,Boa Esporte,,,,,,,1,1,,,0,,,,,,,,,,,,,,,,
2020,2020-02-05,19:30:00,1ª Eliminatória,Jogo Único,Estádio Municipal Antônio de Figueiredo Carneiro,,5417,16000,Atl. Alagoinhas,Botafogo-PB,,,500000,600000,31.3,30.8,0,0,,,0,,,,,,,,,,,,,,,,
2020,2020-02-05,19:30:00,1ª Eliminatória,Jogo Único,Estádio Lírio Callou,,740,5000,Barbalha,Operário-PR,,,,,,,0,3,,,0,,,,,,,,,,,,,,,,
2020,2020-02-05,19:30:00,1ª Eliminatória,Jogo Único,Estádio 19 de Outubro,,1922,8000,São Luiz,América-RN,,,300000,100000,27.2,28.6,0,0,,,0,,,,,,,,,,,,,,,,
2020,2020-02-05,19:30:00,1ª Eliminatória,Jogo Único,Arena Cajueiro,,1398,4000,AD Bahia-BA,Luverdense,,,,,,,3,1,,,0,,,,,,,,,,,,,,,,
2020,2020-02-05,19:30:00,1ª Eliminatória,Jogo Único,Estádio Municipal Antônio Dias,,480,8000,Independente-PA,CRB,,,,,,,2,3,,,0,,,,,,,,,,,,,,,,
2020,2020-02-05,19:30:00,1ª Eliminatória,Jogo Único,Estádio Milton de Souza Corrêa,,206,10000,Santos-AP,América-MG,,,50000,3200000,28.1,26.9,1,1,,,0,,,,,,,,,,,,,,,,
2020,2020-02-05,20:30:00,1ª Eliminatória,Jogo Único,Estádio Governador Alberto Tavares Silva,,3972,44200,River-PI,EC Bahia,Marcelo Vilar,Roger Machado,50000,15150000,27.1,26.7,1,0,,,0,,,,,,,,,,,,,,,,
2020,2020-02-05,20:30:00,1ª Eliminatória,Jogo Único,Estádio Nilton Santos,,2162,12000,Palmas,Paraná,,,,,,,0,2,,,0,,,,,,,,,,,,,,,,
2020,2020-02-05,20:30:00,1ª Eliminatória,Jogo Único,Estádio Mário Pinto de Souza,,2480,5000,Aquidauanense,ABC FC,,,175000,50000,31.2,27.9,0,1,,,0,,,,,,,,,,,,,,,,
2020,2020-02-05,20:30:00,1ª Eliminatória,Jogo Único,Estádio Francisco Stédile,,3021,30822,Caxias-RS,Botafogo,Lacerda,Alberto Valentim,100000,7650000,30.9,26.5,1,1,,,0,,,,,,,,,,,,,,,,
2020,2020-02-05,21:30:00,1ª Eliminatória,Jogo Único,Estádio Ismael Benigno,,545,10000,Fast,Goiás,,,,,,,0,2,,,0,,,,,,,,,,,,,,,,
2020,2020-02-06,15:30:00,1ª Eliminatória,Jogo Único,Estádio Jorge Ismael de Biasi,,1356,18000,Novorizontino,Figueirense FC,Roberto Fonseca,Marcio Coelho,2800000,4350000,31.1,26,1,2,,,0,,,,,,,,,,,,,,,,
2020,2020-02-06,18:15:00,1ª Eliminatória,Jogo Único,Estádio Maria de Lourdes Abadia,,344,5000,Brasiliense,Paysandu,,,,,,,1,1,,,0,,,,,,,,,,,,,,,,
2020,2020-02-06,19:30:00,1ª Eliminatória,Jogo Único,Estádio Salvador Venâncio da Costa,,1512,3000,Vitória-ES,CSA,,,,,,,2,1,,,0,,,,,,,,,,,,,,,,
2020,2020-02-06,20:30:00,1ª Eliminatória,Jogo Único,Estádio Municipal Engenheiro Luthero Lopes,,4571,19000,União Rond.,Atlético-GO,Júlio César Nunes,Cristóvão Borges,200000,4950000,29,26.4,0,1,,,0,,,,,,,,,,,,,,,,
2020,2020-02-11,20:30:00,1ª Eliminatória,Jogo Único,Estádio Frei Epifânio D'Abadia,,6542,12500,Imperatriz,EC Vitória,,,,,,,0,0,,,0,,,,,,,,,,,,,,,,
2020,2020-02-12,15:00:00,1ª Eliminatória,Jogo Único,Estádio São Benedito,,1193,5000,Bragantino-PA,Ceará SC,,,,,,,1,2,,,0,,,,,,,,,,,,,,,,
2020,2020-02-12,18:15:00,1ª Eliminatória,Jogo Único,Estádio Augusto Bauer,,0,5000,Brusque,Sport Recife,,,,,,,2,1,,,0,,,,,,,,,,,,,,,,
2020,2020-02-12,18:15:00,1ª Eliminatória,Jogo Único,Estádio Governador Alberto Tavares Silva,,11600,44000,Altos,Vasco da Gama,Fernando Tonet,Abel Braga,200000,21850000,31.5,26.8,1,1,,,0,,,,,,,,,,,,,,,,
2020,2020-02-12,19:01:00,1ª Eliminatória,Jogo Único,Estádio Proletário Guilherme da Silveira,,693,9024,Bangu-RJ,Oeste,,,,,,,1,1,,,0,,,,,,,,,,,,,,,,
2020,2020-02-12,19:01:00,1ª Eliminatória,Jogo Único,Estádio Municipal Jairton Menezes de Mendonça,,483,4000,Freipaulistano,Remo,,,,,,,1,2,,,0,,,,,,,,,,,,,,,,
2020,2020-02-12,19:30:00,1ª Eliminatória,Jogo Único,Estádio Valmir Campelo Bezerra,,3691,20310,SE Gama,Brasil Pelotas,,,,,,,3,3,,,0,,,,,,,,,,,,,,,,
2020,2020-02-12,19:30:00,1ª Eliminatória,Jogo Único,Estádio Municipal Raimundo de Oliveira,,663,7800,Caucaia-CE,EC São José,,,,,,,1,2,,,0,,,,,,,,,,,,,,,,
2020,2020-02-12,20:30:00,1ª Eliminatória,Jogo Único,Estádio Municipal 14 de Dezembro,,2361,15000,Toledo,Náutico,Zé Maria,Gilmar Pozzo,50000,2150000,27.7,27,0,2,,,0,,,,,,,,,,,,,,,,
2020,2020-02-12,20:30:00,1ª Eliminatória,Jogo Único,Estádio Renato Cunha Lima,,3475,,Campinense-PB,Atlético-MG,,,,,,,0,0,,,0,,,,,,,,,,,,,,,,
2020,2020-02-12,20:30:00,1ª Eliminatória,Jogo Único,Estádio Iliê Vidal,,1875,8000,Águia Negra,Sampaio Corrêa,,,,,,,2,1,,,0,,,,,,,,,,,,,,,,
2020,2020-02-12,20:30:00,1ª Eliminatória,Jogo Único,Estádio Municipal Nhozinho Santos,,0,16500,Moto Club,Fluminense,Dejair Ferreira,Odair Hellmann,500000,10850000,28.7,28.7,2,4,,,0,,,,,,,,,,,,,,,,
2020,2020-02-12,20:30:00,1ª Eliminatória,Jogo Único,Arena Acreana,,860,20000,Galvez,Vila Nova FC,,,,,,,0,1,,,0,,,,,,,,,,,,,,,,
2020,2020-02-12,21:30:00,1ª Eliminatória,Jogo Único,Arena da Amazonia,,0,,Manaus FC,Coritiba FC,,,,,,,1,0,,,0,,,,,,,,,,,,,,,,
2020,2020-02-13,14:30:00,1ª Eliminatória,Jogo Único,Estádio Paulo Barreto de Menezes,,720,8000,Lagarto,Volta Redonda,,,,,,,1,0,,,0,,,,,,,,,,,,,,,,
2020,2020-02-13,15:30:00,1ª Eliminatória,Jogo Único,Estádio Doutor Adhemar de Barros,,1398,20950,Ferroviária,Avaí FC,Sérgio Soares,Augusto Inácio,1730000,7250000,29.6,28.3,2,0,,,0,,,,,,,,,,,,,,,,
2020,2020-02-13,18:15:00,1ª Eliminatória,Jogo Único,Estádio do Vale,,364,15178,Novo Hamburgo,Ponte Preta,,,650000,3750000,29.2,27,1,2,,,0,,,,,,,,,,,,,,,,
2020,2020-02-13,19:30:00,1ª Eliminatória,Jogo Único,Estádio Vianão,,1300,1735,Afogados,Atl. Acreano,,,,,,,3,0,,,0,,,,,,,,,,,,,,,,
2020,2020-02-13,20:30:00,1ª Eliminatória,Jogo Único,Estádio Elcyr Resende de Mendonça,,1579,6000,Boavista,Chapecoense,Paulo Bonamigo,Umberto Louzer,3050000,3580000,28.8,25.7,0,2,,,0,,,,,,,,,,,,,,,,
2020,2020-02-13,20:30:00,1ª Eliminatória,Jogo Único,Estádio Flamarion Vasconcelos,,4353,10000,São Raimundo-RR,Cruzeiro,,,,,,,2,2,,,0,,,,,,,,,,,,,,,,
2020,2021-03-07,17:00:00,Final ,Jogo De Volta,Allianz Parque,Bruno Arleu de Araújo,0,43600,Palmeiras,Grêmio,Abel Ferreira,Renato Portaluppi,37050000,43050000,28.8,28.8,2,0,0,0,0,,,3,4,23,12,11,22,4,2,5,0,13,9,6,2
2020,2021-02-28,15:00:00,Final ,Jogo De Ida,Arena do Grêmio,Marcelo de Lima Henrique  (RJ),0,60540,Grêmio,Palmeiras,Renato Portaluppi,Abel Ferreira,51900000,39050000,29.8,28.8,0,1,0,1,0,,,7,4,15,20,18,15,1,3,2,1,15,9,7,4
2020,2020-12-30,20:30:00,Semi-Finais ,Jogos De Volta,Estádio Cícero Pompeu de Toledo,Bruno Arleu de Araújo,0,67428,São Paulo,Grêmio,Fernando Diniz,Renato Portaluppi,28900000,57100000,27.4,28.4,0,0,0,0,0,,,10,3,23,15,15,22,0,4,1,0,12,7,6,6
2020,2020-12-30,20:30:00,Semi-Finais ,Jogos De Volta,Estádio Raimundo Sampaio,Wilton Sampaio,0,25000,América-MG,Palmeiras,Lisca,Abel Ferreira,2500000,38300000,27.4,27.5,0,2,0,0,0,,,3,3,10,12,12,10,2,2,2,1,14,11,9,6
2020,2020-11-18,18:00:00,Quartas De Final ,Jogos De Volta,Estádio Governador Plácido Castelo,Paulo Roberto Alves Júnior,0,60326,Ceará SC,Palmeiras,Guto Ferreira,Castanheira,8050000,28100000,28.9,26.9,2,2,0,2,0,,,8,1,9,15,15,8,2,5,3,1,13,8,3,3
2020,2020-11-18,20:30:00,Quartas De Final ,Jogos De Volta,Estádio Cícero Pompeu de Toledo,Wilton Sampaio,0,67428,São Paulo,Flamengo,Fernando Diniz,Rogério Ceni,28200000,57650000,27.1,26.4,3,0,0,0,0,,,3,9,18,14,14,16,5,3,3,2,8,17,1,8
2020,2020-11-11,20:30:00,Quartas De Final ,Jogos De Ida,Estádio Jornalista Mário Filho,Anderson Daronco,0,78838,Flamengo,São Paulo,Rogério Ceni,Fernando Diniz,64600000,28200000,26.8,27.1,1,2,0,0,0,,,7,4,10,15,14,9,1,5,4,0,12,4,3,0
2020,2020-11-11,20:30:00,Quartas De Final ,Jogos De Ida,Estádio Beira-Rio,Caio Max Augusto Vieira,0,56000,Internacional,América-MG,Abel Braga,Lisca,27700000,3550000,28.9,28.5,0,1,0,1,0,,,6,3,20,13,11,17,1,2,1,4,11,9,7,5
2020,2020-11-03,18:00:00,Oitavas De Final ,Jogos De Volta,Arena Pantanal,Ricardo Marques Ribeiro (MG),0,42968,Cuiabá-MT,Botafogo,Marcelo Chamusca,Flávio Tenius,4450000,8080000,28.6,26.4,0,0,0,0,0,,,4,8,20,18,18,18,3,2,2,1,6,18,1,7
2020,2020-11-03,20:30:00,Oitavas De Final ,Jogos De Volta,Estádio Beira-Rio,Felipe Fernandes,0,56000,Internacional,Atlético-GO,Eduardo Coudet,Eduardo Souza,20750000,7450000,26.8,25.2,2,1,0,0,0,,,1,6,23,7,7,22,0,4,3,0,12,10,3,4
2020,2020-11-04,18:00:00,Oitavas De Final ,Jogos De Volta,Estádio Governador Plácido Castelo,Leandro Pedro Vuaden,0,60326,Ceará SC,Santos,Guto Ferreira,Cuca,6750000,33000000,30.7,25.8,1,0,0,0,0,,,8,3,16,9,9,16,0,5,2,1,13,12,6,9
2020,2020-11-04,20:30:00,Oitavas De Final ,Jogos De Volta,Estádio Raimundo Sampaio,Wagner do Nascimento Magalhães,0,25000,América-MG,Corinthians,Lisca,Vagner Mancini,3150000,33200000,27.8,26.3,1,1,0,0,0,,,6,8,9,16,15,8,2,6,7,0,19,10,8,4
2020,2020-11-05,20:30:00,Oitavas De Final ,Jogos De Volta,Estádio Alfredo Jaconi ,Marcelo de Lima Henrique  (RJ),0,23726,Juventude,Grêmio,Pintado,Renato Portaluppi,2630000,45600000,28.6,30.2,0,1,0,0,0,,,3,2,14,15,15,14,5,6,0,2,14,11,7,4
2020,2020-10-27,20:30:00,Oitavas De Final ,Jogos De Ida,Estádio Olímpico Nilton Santos,Gilberto Rodrigues Castro Junior,0,46931,Botafogo,Cuiabá-MT,Bruno Lazaroni,Marcelo Chamusca,9600000,5400000,27.2,28.8,0,1,0,0,0,,,10,2,13,20,19,13,1,6,0,2,23,6,10,4
2020,2020-10-28,15:00:00,Oitavas De Final ,Jogos De Ida,Estádio Urbano Caldeira,Wagner do Nascimento Magalhães,0,20120,Santos,Ceará SC,Cuca,Guto Ferreira,25400000,6750000,26.1,30.7,0,0,0,0,0,,,6,7,9,21,20,9,3,4,2,0,15,17,6,10
2020,2020-10-28,20:30:00,Oitavas De Final ,Jogos De Ida,Ligga Arena,Ricardo Marques Ribeiro (MG),0,42372,Athletico-PR,Flamengo,Paulo Autuori,Domènec Torrent,15200000,44850000,26.6,27,0,1,0,1,0,,,10,8,12,21,21,11,2,5,0,0,15,10,6,5
2020,2020-10-28,20:30:00,Oitavas De Final ,Jogos De Ida,Neo Química Arena ,Rodrigo D'Alonso Ferreira,0,49205,Corinthians,América-MG,Vagner Mancini,Lisca,33500000,2950000,26.7,28.6,0,1,0,0,0,,,7,0,16,17,15,16,1,3,0,2,14,9,5,4
2020,2020-10-29,18:00:00,Oitavas De Final ,Jogos De Ida,Estádio Nabi Abi Chedid,Jean Pierre Goncalves Lima,0,13212,RB Bragantino,Palmeiras,Maurício Barbieri,Andrey Lopes,18500000,40250000,27.5,27.4,1,3,0,3,0,,,12,2,14,15,15,13,1,4,1,2,17,9,7,5
2020,2020-09-16,21:30:00,4ª Eliminatória ,Jogos De Ida,Estádio Augusto Bauer,Rodrigo Carvalhaes de Miranda,0,5000,Brusque,Ceará SC,,,,,,,0,2,0,1,0,,,10,1,12,15,13,12,1,4,3,4,19,10,8,6
2020,2020-09-16,21:30:00,4ª Eliminatória ,Jogos De Ida,Estádio Jornalista Mário Filho,Caio Max Augusto Vieira,0,82238,Fluminense,Atlético-GO,Odair Hellmann,Vagner Mancini,12050000,9950000,27.9,25.4,1,0,0,0,0,,,8,2,16,14,13,14,0,4,4,2,9,4,2,2
2020,2020-09-17,19:00:00,4ª Eliminatória ,Jogos De Ida,Estádio Olímpico Nilton Santos,Ricardo Marques Ribeiro (MG),0,46931,Botafogo,Vasco da Gama,Paulo Autuori,Ramon Menezes,11000000,22150000,27.4,27.6,1,0,0,0,0,,,4,1,24,14,14,22,2,3,2,0,13,8,6,3
2020,2020-12-23,20:30:00,Semi-Finais ,Jogos De Ida,Allianz Parque,Leandro Pedro Vuaden,0,43600,Palmeiras,América-MG,Abel Ferreira,Lisca,61800000,3050000,27,27.7,1,1,1,1,0,,,11,2,16,17,17,14,1,5,5,1,24,9,11,5
2020,2020-11-11,18:00:00,Quartas De Final ,Jogos De Ida,Arena Pantanal,Vinicius Gonçalves Dias Araujo,0,42968,Cuiabá-MT,Grêmio,Marcelo Chamusca,Renato Portaluppi,4450000,50300000,28,29.7,1,2,1,2,0,,,6,9,14,14,12,14,3,5,0,3,14,11,7,4
2020,2020-11-05,18:00:00,Oitavas De Final ,Jogos De Volta,Allianz Parque,Vinicius Gonçalves Dias Araujo,0,43600,Palmeiras,RB Bragantino,Abel Ferreira,Maurício Barbieri,40250000,25350000,27.5,25.9,1,0,1,0,0,,,2,5,11,14,13,10,2,0,0,2,13,10,7,8
2020,2020-09-22,19:00:00,4ª Eliminatória ,Jogos De Volta,Estádio Rei Pelé,Felipe Fernandes,0,20000,CRB,Juventude,Marcelo Cabo,Pintado,4700000,3780000,30.1,29,1,0,1,0,0,,,4,4,26,21,20,22,1,2,0,0,15,4,7,3
2020,2020-09-23,21:30:00,4ª Eliminatória ,Jogos De Volta,Estádio Governador Plácido Castelo,Denis Ribeiro Serafim,0,60326,Ceará SC,Brusque,,,,,,,5,1,1,1,0,,,6,3,13,8,8,13,1,6,0,0,22,9,3,4
2020,2020-09-24,20:00:00,4ª Eliminatória ,Jogos De Volta,Estádio Antonio Accioly,Savio Pereira Sampaio,0,13000,Atlético-GO,Fluminense,Vagner Mancini,Odair Hellmann,8800000,12050000,26.2,27.9,3,1,1,1,0,,,5,7,21,15,15,19,1,4,1,1,18,7,6,3
2020,2020-09-16,19:00:00,4ª Eliminatória ,Jogos De Ida,Estádio Moisés Lucarelli,Daniel Nobre Bins,0,19728,Ponte Preta,América-MG,João Brigatti,Lisca,4330000,2750000,26.4,28.8,2,2,1,1,0,,,0,9,19,11,8,19,2,0,5,4,10,12,4,6
2020,2020-09-17,16:00:00,4ª Eliminatória ,Jogos De Ida,Estádio Alfredo Jaconi ,Thiago Duarte Peixoto,0,23726,Juventude,CRB,Pintado,Marcelo Cabo,3830000,4700000,28.9,30.1,2,0,1,0,0,,,5,8,12,13,11,12,6,2,2,2,9,14,2,4
2020,2020-11-18,15:30:00,Quartas De Final ,Jogos De Volta,Arena do Grêmio,Felipe Fernandes,0,60540,Grêmio,Cuiabá-MT,Renato Portaluppi,Allan Aal,53100000,4450000,29.6,28.6,2,0,2,0,0,,,4,5,15,11,10,15,0,7,3,1,17,11,5,4
2020,2020-11-04,20:30:00,Oitavas De Final ,Jogos De Volta,Estádio Jornalista Mário Filho,Rodrigo D'Alonso Ferreira,0,78838,Flamengo,Athletico-PR,Domènec Torrent,Paulo Autuori,54750000,21400000,25.8,25.9,3,2,2,1,0,,,1,5,15,16,16,14,2,5,1,4,12,9,2,3
2020,2020-10-14,19:15:00,Oitavas De Final ,Jogos De Ida,Estádio Governador Plácido Castelo,Rodolpho Toski Marques,0,60326,Fortaleza,São Paulo,Rogério Ceni,Fernando Diniz,7850000,30200000,29.2,25.9,3,3,2,2,0,,,2,7,9,7,7,7,3,1,1,0,8,22,3,12
2020,2020-09-22,21:30:00,4ª Eliminatória ,Jogos De Volta,Estádio Raimundo Sampaio,Dyorgines Jose Padovani,0,25000,América-MG,Ponte Preta,Lisca,João Brigatti,3080000,3680000,27.8,26.7,3,1,2,0,0,,,5,3,17,23,21,15,3,0,3,1,15,10,9,2
2020,2020-11-11,15:30:00,Quartas De Final ,Jogos De Ida,Allianz Parque,Braulio da Silva Machado,0,43600,Palmeiras,Ceará SC,Abel Ferreira,Guto Ferreira,45450000,6250000,27,30.8,3,0,3,0,0,,,3,2,13,10,10,12,1,2,3,1,15,3,6,2
2020,2020-11-18,20:30:00,Quartas De Final ,Jogos De Volta,Estádio Raimundo Sampaio,,0,25000,América-MG,Internacional,Lisca,Abel Braga,3250000,21750000,28.1,30.2,0,1,,,1,6,5,,,,,,,,,,,,,,
